TIME OCC,AREA,AREA NAME,Crm Cd Desc,Premis Desc,Status,Year,Month,Day,Hour,DateTime
1900,6,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",DRUG STORE,IC,2020,10,23,19,2020-10-23 19:00:00
1930,4,Hollenbeck,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,10,23,19,2020-10-23 19:00:00
2000,11,Northeast,BRANDISH WEAPON,STREET,IC,2020,10,23,20,2020-10-23 20:00:00
2030,8,West LA,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,10,23,20,2020-10-23 20:00:00
2100,8,West LA,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,23,21,2020-10-23 21:00:00
2100,12,77th Street,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,10,23,21,2020-10-23 21:00:00
2130,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,10,23,21,2020-10-23 21:00:00
2200,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,10,23,22,2020-10-23 22:00:00
2330,1,Central,BURGLARY FROM VEHICLE,PARKING LOT,IC,2020,10,23,23,2020-10-23 23:00:00
2330,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",RESTAURANT/FAST FOOD,IC,2020,10,23,23,2020-10-23 23:00:00
5,3,Southwest,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,10,24,0,2020-10-24 00:00:00
645,1,Central,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,24,6,2020-10-24 06:00:00
740,1,Central,BATTERY - SIMPLE ASSAULT,SIDEWALK,AA,2020,10,24,7,2020-10-24 07:00:00
807,2,Rampart,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,10,24,8,2020-10-24 08:00:00
940,1,Central,INTIMATE PARTNER - SIMPLE ASSAULT,PARKING LOT,AO,2020,10,24,9,2020-10-24 09:00:00
1100,6,Hollywood,VANDALISM - MISDEAMEANOR ($399 OR UNDER),STREET,IC,2020,10,24,11,2020-10-24 11:00:00
1200,6,Hollywood,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING UNDERGROUND/BUILDING,IC,2020,10,24,12,2020-10-24 12:00:00
1300,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,24,13,2020-10-24 13:00:00
1400,6,Hollywood,BURGLARY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,24,14,2020-10-24 14:00:00
1500,10,West Valley,THEFT PLAIN - PETTY ($950 & UNDER),LAUNDROMAT,IC,2020,10,24,15,2020-10-24 15:00:00
1520,6,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET,AA,2020,10,24,15,2020-10-24 15:00:00
1600,12,77th Street,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,10,24,16,2020-10-24 16:00:00
1700,3,Southwest,ROBBERY,SIDEWALK,IC,2020,10,24,17,2020-10-24 17:00:00
1700,8,West LA,BURGLARY FROM VEHICLE,PARKING UNDERGROUND/BUILDING,IC,2020,10,24,17,2020-10-24 17:00:00
1800,11,Northeast,VEHICLE - STOLEN,STREET,IC,2020,10,24,18,2020-10-24 18:00:00
1900,6,Hollywood,ROBBERY,STREET,AO,2020,10,24,19,2020-10-24 19:00:00
1900,9,Van Nuys,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,24,19,2020-10-24 19:00:00
1900,7,Wilshire,CRIMINAL THREATS - NO WEAPON DISPLAYED,SINGLE FAMILY DWELLING,AA,2020,10,24,19,2020-10-24 19:00:00
2000,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,10,24,20,2020-10-24 20:00:00
2000,7,Wilshire,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),SINGLE FAMILY DWELLING,IC,2020,10,24,20,2020-10-24 20:00:00
2045,8,West LA,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,24,20,2020-10-24 20:00:00
2100,3,Southwest,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,24,21,2020-10-24 21:00:00
2130,7,Wilshire,VEHICLE - STOLEN,STREET,IC,2020,10,24,21,2020-10-24 21:00:00
2200,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,24,22,2020-10-24 22:00:00
2220,12,77th Street,ROBBERY,STREET,IC,2020,10,24,22,2020-10-24 22:00:00
2345,11,Northeast,BATTERY - SIMPLE ASSAULT,SIDEWALK,IC,2020,10,24,23,2020-10-24 23:00:00
2345,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,IC,2020,10,24,23,2020-10-24 23:00:00
5,6,Hollywood,INTIMATE PARTNER - SIMPLE ASSAULT,GARAGE/CARPORT,IC,2020,10,25,0,2020-10-25 00:00:00
20,2,Rampart,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",YARD (RESIDENTIAL/BUSINESS),AO,2020,10,25,0,2020-10-25 00:00:00
30,7,Wilshire,BURGLARY FROM VEHICLE,STREET,IC,2020,10,25,0,2020-10-25 00:00:00
130,9,Van Nuys,VEHICLE - STOLEN,PARKING UNDERGROUND/BUILDING,IC,2020,10,25,1,2020-10-25 01:00:00
300,10,West Valley,VANDALISM - MISDEAMEANOR ($399 OR UNDER),MOTEL,IC,2020,10,25,3,2020-10-25 03:00:00
730,9,Van Nuys,BURGLARY,PARKING LOT,IC,2020,10,25,7,2020-10-25 07:00:00
800,11,Northeast,BURGLARY,STORAGE SHED,IC,2020,10,25,8,2020-10-25 08:00:00
1225,8,West LA,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,AO,2020,10,25,12,2020-10-25 12:00:00
1500,8,West LA,THEFT FROM MOTOR VEHICLE - ATTEMPT,SINGLE FAMILY DWELLING,IC,2020,10,25,15,2020-10-25 15:00:00
1620,6,Hollywood,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",PARKING LOT,IC,2020,10,25,16,2020-10-25 16:00:00
1700,7,Wilshire,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,10,25,17,2020-10-25 17:00:00
1730,10,West Valley,BURGLARY FROM VEHICLE,STREET,IC,2020,10,25,17,2020-10-25 17:00:00
1805,9,Van Nuys,BATTERY - SIMPLE ASSAULT,OTHER STORE,IC,2020,10,25,18,2020-10-25 18:00:00
1900,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,10,25,19,2020-10-25 19:00:00
1930,8,West LA,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,10,25,19,2020-10-25 19:00:00
2100,7,Wilshire,BURGLARY FROM VEHICLE,DRIVEWAY,IC,2020,10,25,21,2020-10-25 21:00:00
2200,1,Central,BURGLARY FROM VEHICLE,STREET,IC,2020,10,25,22,2020-10-25 22:00:00
2200,1,Central,VEHICLE - STOLEN,STREET,IC,2020,10,25,22,2020-10-25 22:00:00
2200,2,Rampart,"RAPE, FORCIBLE","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,25,22,2020-10-25 22:00:00
1,8,West LA,BIKE - STOLEN,OTHER RESIDENCE,IC,2020,10,26,0,2020-10-26 00:00:00
45,4,Hollenbeck,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,10,26,0,2020-10-26 00:00:00
235,2,Rampart,BRANDISH WEAPON,TUNNEL,AO,2020,10,26,2,2020-10-26 02:00:00
330,8,West LA,BURGLARY,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",IC,2020,10,26,3,2020-10-26 03:00:00
400,4,Hollenbeck,VEHICLE - STOLEN,STREET,IC,2020,10,26,4,2020-10-26 04:00:00
450,4,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",AUTO SUPPLY STORE*,IC,2020,10,26,4,2020-10-26 04:00:00
500,9,Van Nuys,BURGLARY,MARKET,IC,2020,10,26,5,2020-10-26 05:00:00
700,9,Van Nuys,VIOLATION OF RESTRAINING ORDER,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,26,7,2020-10-26 07:00:00
700,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,10,26,7,2020-10-26 07:00:00
745,10,West Valley,BATTERY - SIMPLE ASSAULT,SIDEWALK,IC,2020,10,26,7,2020-10-26 07:00:00
800,12,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING,IC,2020,10,26,8,2020-10-26 08:00:00
1140,8,West LA,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SINGLE FAMILY DWELLING,IC,2020,10,26,11,2020-10-26 11:00:00
1215,6,Hollywood,BOMB SCARE,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,26,12,2020-10-26 12:00:00
1300,9,Van Nuys,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,10,26,13,2020-10-26 13:00:00
1330,4,Hollenbeck,BURGLARY,OTHER RESIDENCE,IC,2020,10,26,13,2020-10-26 13:00:00
1500,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,10,26,15,2020-10-26 15:00:00
1515,5,Harbor,SHOPLIFTING - PETTY THEFT ($950 & UNDER),MARKET,IC,2020,10,26,15,2020-10-26 15:00:00
1600,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",BUS STOP,IC,2020,10,26,16,2020-10-26 16:00:00
1615,2,Rampart,CRIMINAL THREATS - NO WEAPON DISPLAYED,HOTEL,AO,2020,10,26,16,2020-10-26 16:00:00
1630,7,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",YARD (RESIDENTIAL/BUSINESS),AO,2020,10,26,16,2020-10-26 16:00:00
1830,10,West Valley,VEHICLE - STOLEN,PARKING LOT,IC,2020,10,26,18,2020-10-26 18:00:00
1830,11,Northeast,EXTORTION,SINGLE FAMILY DWELLING,IC,2020,10,26,18,2020-10-26 18:00:00
1848,7,Wilshire,BATTERY - SIMPLE ASSAULT,BAR/COCKTAIL/NIGHTCLUB,IC,2020,10,26,18,2020-10-26 18:00:00
1900,6,Hollywood,CRIMINAL THREATS - NO WEAPON DISPLAYED,OFFICE BUILDING/OFFICE,AO,2020,10,26,19,2020-10-26 19:00:00
2030,5,Harbor,VEHICLE - STOLEN,GARAGE/CARPORT,IC,2020,10,26,20,2020-10-26 20:00:00
2045,5,Harbor,ROBBERY,SINGLE FAMILY DWELLING,AA,2020,10,26,20,2020-10-26 20:00:00
2104,2,Rampart,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,26,21,2020-10-26 21:00:00
2221,5,Harbor,VEHICLE - STOLEN,PARKING LOT,IC,2020,10,26,22,2020-10-26 22:00:00
200,8,West LA,VANDALISM - MISDEAMEANOR ($399 OR UNDER),STREET,IC,2020,10,27,2,2020-10-27 02:00:00
653,7,Wilshire,BATTERY - SIMPLE ASSAULT,SIDEWALK,IC,2020,10,27,6,2020-10-27 06:00:00
756,11,Northeast,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT,IC,2020,10,27,7,2020-10-27 07:00:00
1030,4,Hollenbeck,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",YARD (RESIDENTIAL/BUSINESS),IC,2020,10,27,10,2020-10-27 10:00:00
1140,12,77th Street,BRANDISH WEAPON,SINGLE FAMILY DWELLING,AA,2020,10,27,11,2020-10-27 11:00:00
1235,6,Hollywood,"BUNCO, PETTY THEFT",SINGLE FAMILY DWELLING,IC,2020,10,27,12,2020-10-27 12:00:00
1300,3,Southwest,"BUNCO, PETTY THEFT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,27,13,2020-10-27 13:00:00
1330,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",AA,2020,10,27,13,2020-10-27 13:00:00
1330,5,Harbor,ROBBERY,PARKING LOT,IC,2020,10,27,13,2020-10-27 13:00:00
1355,8,West LA,BATTERY WITH SEXUAL CONTACT,SIDEWALK,AA,2020,10,27,13,2020-10-27 13:00:00
1444,1,Central,THEFT PLAIN - PETTY ($950 & UNDER),OTHER BUSINESS,IC,2020,10,27,14,2020-10-27 14:00:00
1530,12,77th Street,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT,IC,2020,10,27,15,2020-10-27 15:00:00
1540,1,Central,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,10,27,15,2020-10-27 15:00:00
1600,1,Central,BURGLARY,CONSTRUCTION SITE,IC,2020,10,27,16,2020-10-27 16:00:00
1630,8,West LA,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),PARKING LOT,IC,2020,10,27,16,2020-10-27 16:00:00
1630,7,Wilshire,VANDALISM - MISDEAMEANOR ($399 OR UNDER),STREET,AO,2020,10,27,16,2020-10-27 16:00:00
1700,1,Central,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",SIDEWALK,IC,2020,10,27,17,2020-10-27 17:00:00
1715,5,Harbor,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AO,2020,10,27,17,2020-10-27 17:00:00
1800,3,Southwest,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",OTHER BUSINESS,IC,2020,10,27,18,2020-10-27 18:00:00
1800,6,Hollywood,BATTERY - SIMPLE ASSAULT,SIDEWALK,IC,2020,10,27,18,2020-10-27 18:00:00
1900,11,Northeast,"RAPE, FORCIBLE",STREET,IC,2020,10,27,19,2020-10-27 19:00:00
2000,2,Rampart,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,10,27,20,2020-10-27 20:00:00
2030,11,Northeast,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,STREET,IC,2020,10,27,20,2020-10-27 20:00:00
2030,11,Northeast,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,STREET,IC,2020,10,27,20,2020-10-27 20:00:00
2106,5,Harbor,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),OTHER STORE,IC,2020,10,27,21,2020-10-27 21:00:00
2115,1,Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,SIDEWALK,IC,2020,10,27,21,2020-10-27 21:00:00
2200,1,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,10,27,22,2020-10-27 22:00:00
2300,11,Northeast,BRANDISH WEAPON,PARKING LOT,IC,2020,10,27,23,2020-10-27 23:00:00
2300,1,Central,THROWING OBJECT AT MOVING VEHICLE,STREET,IC,2020,10,27,23,2020-10-27 23:00:00
2300,1,Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,STREET,IC,2020,10,27,23,2020-10-27 23:00:00
2330,8,West LA,ROBBERY,STREET,IC,2020,10,27,23,2020-10-27 23:00:00
2330,5,Harbor,VIOLATION OF COURT ORDER,DRIVEWAY,AO,2020,10,27,23,2020-10-27 23:00:00
2355,1,Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,SIDEWALK,IC,2020,10,27,23,2020-10-27 23:00:00
30,1,Central,BURGLARY,MINI-MART,IC,2020,10,28,0,2020-10-28 00:00:00
100,1,Central,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,STREET,AO,2020,10,28,1,2020-10-28 01:00:00
330,3,Southwest,INTIMATE PARTNER - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,AO,2020,10,28,3,2020-10-28 03:00:00
530,3,Southwest,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,28,5,2020-10-28 05:00:00
600,2,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,28,6,2020-10-28 06:00:00
730,8,West LA,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,10,28,7,2020-10-28 07:00:00
920,5,Harbor,ROBBERY,PARKING LOT,IC,2020,10,28,9,2020-10-28 09:00:00
954,5,Harbor,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,10,28,9,2020-10-28 09:00:00
1100,6,Hollywood,BATTERY - SIMPLE ASSAULT,OTHER BUSINESS,IC,2020,10,28,11,2020-10-28 11:00:00
1200,7,Wilshire,VEHICLE - STOLEN,STREET,IC,2020,10,28,12,2020-10-28 12:00:00
1330,1,Central,VEHICLE - STOLEN,PARKING LOT,IC,2020,10,28,13,2020-10-28 13:00:00
1500,12,77th Street,THEFT PLAIN - PETTY ($950 & UNDER),"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,28,15,2020-10-28 15:00:00
1506,10,West Valley,VIOLATION OF RESTRAINING ORDER,SINGLE FAMILY DWELLING,AO,2020,10,28,15,2020-10-28 15:00:00
1610,1,Central,BATTERY - SIMPLE ASSAULT,MTA - RED LINE - 7TH AND METRO CENTER,IC,2020,10,28,16,2020-10-28 16:00:00
1700,9,Van Nuys,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),PARKING LOT,IC,2020,10,28,17,2020-10-28 17:00:00
1800,8,West LA,BURGLARY FROM VEHICLE,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,28,18,2020-10-28 18:00:00
1800,1,Central,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",CLOTHING STORE,IC,2020,10,28,18,2020-10-28 18:00:00
1830,8,West LA,THEFT OF IDENTITY,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,28,18,2020-10-28 18:00:00
1900,12,77th Street,KIDNAPPING,STREET,IC,2020,10,28,19,2020-10-28 19:00:00
1945,7,Wilshire,BATTERY - SIMPLE ASSAULT,THE GROVE,IC,2020,10,28,19,2020-10-28 19:00:00
2100,6,Hollywood,BURGLARY FROM VEHICLE,STREET,IC,2020,10,28,21,2020-10-28 21:00:00
130,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,10,29,1,2020-10-29 01:00:00
150,12,77th Street,ROBBERY,STREET,IC,2020,10,29,1,2020-10-29 01:00:00
230,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AO,2020,10,29,2,2020-10-29 02:00:00
530,11,Northeast,VEHICLE - STOLEN,PARKING LOT,IC,2020,10,29,5,2020-10-29 05:00:00
745,12,77th Street,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,29,7,2020-10-29 07:00:00
1010,9,Van Nuys,THEFT PLAIN - PETTY ($950 & UNDER),"PORCH, RESIDENTIAL",IC,2020,10,29,10,2020-10-29 10:00:00
1110,12,77th Street,"THEFT, PERSON",BUS STOP,IC,2020,10,29,11,2020-10-29 11:00:00
1149,5,Harbor,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,29,11,2020-10-29 11:00:00
1200,4,Hollenbeck,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),STREET,IC,2020,10,29,12,2020-10-29 12:00:00
1200,2,Rampart,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,29,12,2020-10-29 12:00:00
1200,8,West LA,"BUNCO, PETTY THEFT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,29,12,2020-10-29 12:00:00
1320,4,Hollenbeck,INTIMATE PARTNER - AGGRAVATED ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,10,29,13,2020-10-29 13:00:00
1435,4,Hollenbeck,THEFT PLAIN - PETTY ($950 & UNDER),SINGLE FAMILY DWELLING,IC,2020,10,29,14,2020-10-29 14:00:00
1600,3,Southwest,BATTERY - SIMPLE ASSAULT,PARKING LOT,IC,2020,10,29,16,2020-10-29 16:00:00
1600,8,West LA,BATTERY - SIMPLE ASSAULT,STREET,IC,2020,10,29,16,2020-10-29 16:00:00
1730,6,Hollywood,"BUNCO, GRAND THEFT",SINGLE FAMILY DWELLING,IC,2020,10,29,17,2020-10-29 17:00:00
1730,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,10,29,17,2020-10-29 17:00:00
1900,10,West Valley,VEHICLE - STOLEN,STREET,IC,2020,10,29,19,2020-10-29 19:00:00
2010,9,Van Nuys,BATTERY POLICE (SIMPLE),OTHER/OUTSIDE,IC,2020,10,29,20,2020-10-29 20:00:00
2200,4,Hollenbeck,BATTERY - SIMPLE ASSAULT,SINGLE FAMILY DWELLING,IC,2020,10,29,22,2020-10-29 22:00:00
10,7,Wilshire,ROBBERY,STREET,IC,2020,10,30,0,2020-10-30 00:00:00
100,6,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),OTHER BUSINESS,IC,2020,10,30,1,2020-10-30 01:00:00
300,1,Central,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SIDEWALK,IC,2020,10,30,3,2020-10-30 03:00:00
600,2,Rampart,BURGLARY,WAREHOUSE,IC,2020,10,30,6,2020-10-30 06:00:00
600,3,Southwest,"RAPE, FORCIBLE",PARKING LOT,AO,2020,10,30,6,2020-10-30 06:00:00
625,2,Rampart,VEHICLE - STOLEN,STREET,IC,2020,10,30,6,2020-10-30 06:00:00
921,8,West LA,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",OTHER BUSINESS,IC,2020,10,30,9,2020-10-30 09:00:00
930,9,Van Nuys,SHOPLIFTING - PETTY THEFT ($950 & UNDER),AUTO SUPPLY STORE*,IC,2020,10,30,9,2020-10-30 09:00:00
950,6,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),OTHER STORE,IC,2020,10,30,9,2020-10-30 09:00:00
1044,3,Southwest,"BUNCO, GRAND THEFT",SINGLE FAMILY DWELLING,IC,2020,10,30,10,2020-10-30 10:00:00
1141,11,Northeast,ARSON,FREEWAY,IC,2020,10,30,11,2020-10-30 11:00:00
1145,10,West Valley,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),STREET,IC,2020,10,30,11,2020-10-30 11:00:00
1220,7,Wilshire,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",SIDEWALK,IC,2020,10,30,12,2020-10-30 12:00:00
1300,5,Harbor,BATTERY - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AO,2020,10,30,13,2020-10-30 13:00:00
1530,8,West LA,SEXUAL PENETRATION W/FOREIGN OBJECT,SINGLE FAMILY DWELLING,IC,2020,10,30,15,2020-10-30 15:00:00
1700,11,Northeast,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",STREET,IC,2020,10,30,17,2020-10-30 17:00:00
1900,8,West LA,BURGLARY FROM VEHICLE,SINGLE FAMILY DWELLING,IC,2020,10,30,19,2020-10-30 19:00:00
2015,6,Hollywood,THEFT PLAIN - PETTY ($950 & UNDER),CLOTHING STORE,AO,2020,10,30,20,2020-10-30 20:00:00
2100,6,Hollywood,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",STREET,IC,2020,10,30,21,2020-10-30 21:00:00
2145,11,Northeast,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,10,30,21,2020-10-30 21:00:00
2240,12,77th Street,INTIMATE PARTNER - SIMPLE ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,10,30,22,2020-10-30 22:00:00
2300,5,Harbor,VEHICLE - STOLEN,STREET,IC,2020,10,30,23,2020-10-30 23:00:00
2330,12,77th Street,BRANDISH WEAPON,GAS STATION,IC,2020,10,30,23,2020-10-30 23:00:00
2345,10,West Valley,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","VEHICLE, PASSENGER/TRUCK",IC,2020,10,30,23,2020-10-30 23:00:00
115,4,Hollenbeck,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,IC,2020,10,31,1,2020-10-31 01:00:00
310,5,Harbor,ROBBERY,STREET,IC,2020,10,31,3,2020-10-31 03:00:00
520,3,Southwest,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",AA,2020,10,31,5,2020-10-31 05:00:00
600,4,Hollenbeck,BATTERY - SIMPLE ASSAULT,STREET,AO,2020,10,31,6,2020-10-31 06:00:00
1100,9,Van Nuys,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,AA,2020,10,31,11,2020-10-31 11:00:00
1115,10,West Valley,BIKE - STOLEN,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),IC,2020,10,31,11,2020-10-31 11:00:00
1315,6,Hollywood,BURGLARY,SINGLE FAMILY DWELLING,IC,2020,10,31,13,2020-10-31 13:00:00
1315,6,Hollywood,VEHICLE - STOLEN,SINGLE FAMILY DWELLING,IC,2020,10,31,13,2020-10-31 13:00:00
1500,6,Hollywood,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",YARD (RESIDENTIAL/BUSINESS),IC,2020,10,31,15,2020-10-31 15:00:00
1500,1,Central,INTIMATE PARTNER - AGGRAVATED ASSAULT,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,31,15,2020-10-31 15:00:00
1600,12,77th Street,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",STREET,IC,2020,10,31,16,2020-10-31 16:00:00
1600,11,Northeast,THEFT OF IDENTITY,SINGLE FAMILY DWELLING,IC,2020,10,31,16,2020-10-31 16:00:00
1700,6,Hollywood,BURGLARY FROM VEHICLE,STREET,IC,2020,10,31,17,2020-10-31 17:00:00
1730,1,Central,BRANDISH WEAPON,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",IC,2020,10,31,17,2020-10-31 17:00:00
1900,6,Hollywood,BURGLARY FROM VEHICLE,PARKING UNDERGROUND/BUILDING,IC,2020,10,31,19,2020-10-31 19:00:00
2047,4,Hollenbeck,VIOLATION OF COURT ORDER,STREET,IC,2020,10,31,20,2020-10-31 20:00:00
